X,Y,OBJECTID,HealthFacilityIDNumber,FacilityCategory,BusinessName,RiskLevel,FullAddress,AddrNum,StreetName,InspectionType,InspectionResult,DateOfInspection,InspectionIDNumber,ViolationPriority,FoodCodeItem,YearOfInspection,ViolationStatus,ViolationPoints,InspectionScore,ViolationIDNumber,APN,Ward,Neighborhood,Latitude,Longitude,unique_id
-10378262.2143,5617459.1096,1,LIC366861,RESTAURANT,GRADUATE MINNEAPOLIS HOTEL,1,615 WASHINGTON AVE SE,615.0,WASHINGTON,Follow-Up,Complete,2023/01/06 14:30:00+00,3924781,,,2023,,0,100,-1,2502924110010,2.0,University of Minnesota,44.97419,-93.22952,LIC366861
-10378262.2143,5617459.1096,2,LIC366861,RESTAURANT,GRADUATE MINNEAPOLIS HOTEL,1,615 WASHINGTON AVE SE,615.0,WASHINGTON,Follow-Up,Complete,2023/01/06 14:30:00+00,3924781,Priority3,MN Rule 4626.1457,2023,Observed,0,100,831126,2502924110010,2.0,University of Minnesota,44.97419,-93.22952,LIC366861
-10377184.0504,5617349.8082,3,LIC384196,RESTAURANT,LEGENDARY SPICE,1,2501 UNIVERSITY AVE SE,2501.0,UNIVERSITY,Follow-Up,Complete,2023/01/05 16:20:00+00,3924710,,,2023,,0,94,-1,3002923240059,2.0,Prospect Park - East River Road,44.9735,-93.21983,LIC384196
-10377184.0504,5617349.8082,4,LIC384196,RESTAURANT,LEGENDARY SPICE,1,2501 UNIVERSITY AVE SE,2501.0,UNIVERSITY,Follow-Up,Complete,2023/01/05 16:20:00+00,3924710,Priority2,MN Rule 4626.0400A,2023,Observed,2,94,830766,3002923240059,2.0,Prospect Park - East River Road,44.9735,-93.21983,LIC384196
-10377184.0504,5617349.8082,5,LIC384196,RESTAURANT,LEGENDARY SPICE,1,2501 UNIVERSITY AVE SE,2501.0,UNIVERSITY,Follow-Up,Complete,2023/01/05 16:20:00+00,3924710,Priority1,MN Rule 4626.0235A(1),2023,Observed,4,94,830767,3002923240059,2.0,Prospect Park - East River Road,44.9735,-93.21983,LIC384196
-10377184.0504,5617349.8082,6,LIC384196,RESTAURANT,LEGENDARY SPICE,1,2501 UNIVERSITY AVE SE,2501.0,UNIVERSITY,Follow-Up,Complete,2023/01/05 16:20:00+00,3924710,Priority3,MN Rule 4626.0840C,2023,Observed,0,94,830768,3002923240059,2.0,Prospect Park - East River Road,44.9735,-93.21983,LIC384196
-10377184.0504,5617349.8082,7,LIC384196,RESTAURANT,LEGENDARY SPICE,1,2501 UNIVERSITY AVE SE,2501.0,UNIVERSITY,Follow-Up,Complete,2023/01/05 16:20:00+00,3924710,Priority3,MN Rule 4626.0033A,2023,Observed,0,94,830769,3002923240059,2.0,Prospect Park - East River Road,44.9735,-93.21983,LIC384196
-10377184.0504,5617349.8082,8,LIC384196,RESTAURANT,LEGENDARY SPICE,1,2501 UNIVERSITY AVE SE,2501.0,UNIVERSITY,Follow-Up,Complete,2023/01/05 16:20:00+00,3924710,Priority3,MN Rule 4626.1457,2023,Observed,0,94,830771,3002923240059,2.0,Prospect Park - East River Road,44.9735,-93.21983,LIC384196
-10377184.0504,5617349.8082,9,LIC384196,RESTAURANT,LEGENDARY SPICE,1,2501 UNIVERSITY AVE SE,2501.0,UNIVERSITY,Follow-Up,Complete,2023/01/05 16:20:00+00,3924710,Priority3,MN Rule 4626.0845E,2023,Observed,0,94,830772,3002923240059,2.0,Prospect Park - East River Road,44.9735,-93.21983,LIC384196
-10377184.0504,5617349.8082,10,LIC384196,RESTAURANT,LEGENDARY SPICE,1,2501 UNIVERSITY AVE SE,2501.0,UNIVERSITY,Follow-Up,Complete,2023/01/05 16:20:00+00,3924710,Priority3,MN Rule 4626.0495,2023,Observed,0,94,830773,3002923240059,2.0,Prospect Park - East River Road,44.9735,-93.21983,LIC384196
-10383688.8841,5616935.1335,11,LIC359098,RESTAURANT,ANAHNU CHAIM LLC,1,1300 NICOLLET MALL,1300.0,NICOLLET MALL,Routine,Complete,2023/01/03 11:15:00+00,3887747,,,2023,,0,98,-1,2702924241543,7.0,Loring Park,44.97086,-93.27826,LIC359098
-10383688.8841,5616935.1335,12,LIC359098,RESTAURANT,ANAHNU CHAIM LLC,1,1300 NICOLLET MALL,1300.0,NICOLLET MALL,Routine,Complete,2023/01/03 11:15:00+00,3887747,Priority3,MN Rule 4626.0033A,2023,Observed,0,98,802265,2702924241543,7.0,Loring Park,44.97086,-93.27826,LIC359098
-10383688.8841,5616935.1335,13,LIC359098,RESTAURANT,ANAHNU CHAIM LLC,1,1300 NICOLLET MALL,1300.0,NICOLLET MALL,Routine,Complete,2023/01/03 11:15:00+00,3887747,Priority2,MN Rule 4626.0400A,2023,Observed,2,98,802266,2702924241543,7.0,Loring Park,44.97086,-93.27826,LIC359098
-10383688.8841,5616935.1335,14,LIC359098,RESTAURANT,ANAHNU CHAIM LLC,1,1300 NICOLLET MALL,1300.0,NICOLLET MALL,Routine,Complete,2023/01/03 11:15:00+00,3887747,Priority3,MN Rule 4626.0965B,2023,Observed,0,98,832167,2702924241543,7.0,Loring Park,44.97086,-93.27826,LIC359098
-10383688.8841,5616935.1335,15,LIC359098,RESTAURANT,ANAHNU CHAIM LLC,1,1300 NICOLLET MALL,1300.0,NICOLLET MALL,Routine,Complete,2023/01/03 11:15:00+00,3887747,Priority3,MCO 204.30A,2023,Observed,0,98,832168,2702924241543,7.0,Loring Park,44.97086,-93.27826,LIC359098
-10383688.8841,5616935.1335,16,LIC359098,RESTAURANT,ANAHNU CHAIM LLC,1,1300 NICOLLET MALL,1300.0,NICOLLET MALL,Routine,Complete,2023/01/03 11:15:00+00,3887747,Priority3,MN Rule 4626.1375A,2023,Observed,0,98,832169,2702924241543,7.0,Loring Park,44.97086,-93.27826,LIC359098
-10380582.7714,5613351.7786,17,LIC386164,MEAT MARKET,TORTILLERIA & TIENDA LA POBLANITA,1,1617 LAKE ST E,1617.0,LAKE,Follow-Up,Complete,2023/01/10 12:00:00+00,3929671,,,2023,,0,98,-1,0202824110135,9.0,Powderhorn Park,44.94808,-93.25036,LIC386164
-10380582.7714,5613351.7786,18,LIC386164,MEAT MARKET,TORTILLERIA & TIENDA LA POBLANITA,1,1617 LAKE ST E,1617.0,LAKE,Follow-Up,Complete,2023/01/10 12:00:00+00,3929671,Priority2,MN Rule 4626.0400B,2023,Observed,2,98,831464,0202824110135,9.0,Powderhorn Park,44.94808,-93.25036,LIC386164
-10382622.1593,5613280.3166,19,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,,,2023,,0,98,-1,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,20,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.0735AB,2023,Observed,0,98,801425,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,21,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.1565ABD,2023,Observed,0,98,801430,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,22,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.1580AB,2023,Observed,0,98,801436,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,23,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.1520A,2023,Observed,0,98,801437,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,24,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.1457,2023,Observed,0,98,801443,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,25,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.0033A,2023,Observed,0,98,801450,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,26,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.0820A,2023,Observed,0,98,801485,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,27,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority2,MN Rule 4626.1445,2023,Observed,2,98,832146,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,28,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.1470A,2023,Observed,0,98,832147,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,29,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.1450,2023,Observed,0,98,832148,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,30,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MCO 188.590,2023,Observed,0,98,832149,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,31,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.0840C,2023,Observed,0,98,832150,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10382622.1593,5613280.3166,32,LIC388576,RESTAURANT,KILIMANJARO ENTERPRISES,1,3021 5TH AVE S,3021.0,5TH,Routine,Complete,2023/01/03 10:00:00+00,3887389,Priority3,MN Rule 4626.0495,2023,Observed,0,98,832151,0302824110235,8.0,Central,44.94763,-93.26868,LIC388576
-10377373.8096,5610567.3084,33,LIC389597,RESTAURANT,THE DRIPPING ROOT,2,4002 MINNEHAHA AVE,4002.0,MINNEHAHA,Follow-Up,Complete,2023/01/06 10:25:00+00,3929986,,,2023,,0,100,-1,0702823240054,12.0,Hiawatha,44.93038,-93.22154,LIC389597
-10377373.8096,5610567.3084,34,LIC389597,RESTAURANT,THE DRIPPING ROOT,2,4002 MINNEHAHA AVE,4002.0,MINNEHAHA,Follow-Up,Complete,2023/01/06 10:25:00+00,3929986,Priority3,MN Rule 4626.0033A,2023,Observed,0,100,831986,0702823240054,12.0,Hiawatha,44.93038,-93.22154,LIC389597
-10376353.2376,5612287.392,35,LIC42141,RESTAURANT,TURTLE BREAD,1,4205 34TH ST E,4205.0,34TH,Routine,Complete,2023/01/03 11:04:00+00,3899088,,,2023,,0,96,-1,0602823410058,12.0,Howe,44.94131,-93.21237,LIC42141
-10376353.2376,5612287.392,36,LIC42141,RESTAURANT,TURTLE BREAD,1,4205 34TH ST E,4205.0,34TH,Routine,Complete,2023/01/03 11:04:00+00,3899088,Priority3,MN Rule 4626.0435A,2023,Observed,0,96,803474,0602823410058,12.0,Howe,44.94131,-93.21237,LIC42141
-10376353.2376,5612287.392,37,LIC42141,RESTAURANT,TURTLE BREAD,1,4205 34TH ST E,4205.0,34TH,Routine,Complete,2023/01/03 11:04:00+00,3899088,Priority3,MN Rule 4626.0033A,2023,Observed,0,96,803478,0602823410058,12.0,Howe,44.94131,-93.21237,LIC42141
-10376353.2376,5612287.392,38,LIC42141,RESTAURANT,TURTLE BREAD,1,4205 34TH ST E,4205.0,34TH,Routine,Complete,2023/01/03 11:04:00+00,3899088,Priority3,MN Rule 4626.0955C,2023,Observed,0,96,832192,0602823410058,12.0,Howe,44.94131,-93.21237,LIC42141
-10376353.2376,5612287.392,39,LIC42141,RESTAURANT,TURTLE BREAD,1,4205 34TH ST E,4205.0,34TH,Routine,Complete,2023/01/03 11:04:00+00,3899088,Priority1,MN Rule 4626.0395A2,2023,Corrected on-site,4,96,832193,0602823410058,12.0,Howe,44.94131,-93.21237,LIC42141
-10376353.2376,5612287.392,40,LIC42141,RESTAURANT,TURTLE BREAD,1,4205 34TH ST E,4205.0,34TH,Routine,Complete,2023/01/03 11:04:00+00,3899088,Priority3,MN Rule 4626.0735AB,2023,Observed,0,96,832194,0602823410058,12.0,Howe,44.94131,-93.21237,LIC42141
-10376353.2376,5612287.392,41,LIC42141,RESTAURANT,TURTLE BREAD,1,4205 34TH ST E,4205.0,34TH,Routine,Complete,2023/01/03 11:04:00+00,3899088,Priority3,MN Rule 4626.1085A,2023,Observed,0,96,832195,0602823410058,12.0,Howe,44.94131,-93.21237,LIC42141
-10381697.0642,5615175.4597,42,LIC51951,RESTAURANT,KAAH RESTAURANT,1,912 24TH ST E,912.0,24TH,Routine,Complete,2023/01/03 10:45:00+00,3887729,,,2023,,0,92,-1,3502924210212,6.0,Ventura Village,44.95968,-93.26037,LIC51951
-10381697.0642,5615175.4597,43,LIC51951,RESTAURANT,KAAH RESTAURANT,1,912 24TH ST E,912.0,24TH,Routine,Complete,2023/01/03 10:45:00+00,3887729,Priority2,MN Rule 4626.1720A,2023,Observed,2,92,802221,3502924210212,6.0,Ventura Village,44.95968,-93.26037,LIC51951
-10381697.0642,5615175.4597,44,LIC51951,RESTAURANT,KAAH RESTAURANT,1,912 24TH ST E,912.0,24TH,Routine,Complete,2023/01/03 10:45:00+00,3887729,Priority3,MN Rule 4626.0735AB,2023,Observed,0,92,802222,3502924210212,6.0,Ventura Village,44.95968,-93.26037,LIC51951
-10381697.0642,5615175.4597,45,LIC51951,RESTAURANT,KAAH RESTAURANT,1,912 24TH ST E,912.0,24TH,Routine,Complete,2023/01/03 10:45:00+00,3887729,Priority1,MN Rule 4626.0260,2023,Corrected on-site,4,92,832182,3502924210212,6.0,Ventura Village,44.95968,-93.26037,LIC51951
-10381697.0642,5615175.4597,46,LIC51951,RESTAURANT,KAAH RESTAURANT,1,912 24TH ST E,912.0,24TH,Routine,Complete,2023/01/03 10:45:00+00,3887729,Priority3,MN Rule 4626.0565,2023,Observed,0,92,832183,3502924210212,6.0,Ventura Village,44.95968,-93.26037,LIC51951
-10381697.0642,5615175.4597,47,LIC51951,RESTAURANT,KAAH RESTAURANT,1,912 24TH ST E,912.0,24TH,Routine,Complete,2023/01/03 10:45:00+00,3887729,Priority3,MN Rule 4626.0840C,2023,Observed,0,92,832184,3502924210212,6.0,Ventura Village,44.95968,-93.26037,LIC51951
-10381697.0642,5615175.4597,48,LIC51951,RESTAURANT,KAAH RESTAURANT,1,912 24TH ST E,912.0,24TH,Routine,Complete,2023/01/03 10:45:00+00,3887729,Priority2,MN Rule 4626.0840A,2023,Observed,2,92,832185,3502924210212,6.0,Ventura Village,44.95968,-93.26037,LIC51951
-10378929.4739,5614445.2303,49,LIC365872,INSTITUTION,CHILDREN'S VILLAGE MONTESSORI,2,2515 26TH ST E,2515.0,26TH,Follow-Up,Complete,2023/01/10 11:35:00+00,3929922,,,2023,,0,100,-1,3602924420040,2.0,Seward,44.95503,-93.23551,LIC365872
-10388132.9353,5609524.9041,50,LIC376776,BOARD AND LODGING,ANNA WESTIN HOUSE WEST,1,3012 44TH ST W,3012.0,44TH,Routine,Complete,2023/01/04 11:00:00+00,3887658,Priority2,MN Rule 4626.0715,2023,Observed,2,98,832332,0802824420121,13.0,Linden Hills,44.92375,-93.31819,LIC376776
-10389299.0463,5607621.7483,51,LIC396829,RESTAURANT,AMA SUSHI,1,5033 FRANCE AVE S,5033.0,FRANCE,Routine,Complete,2023/01/04 15:40:00+00,3887805,,,2023,,0,96,-1,1702824320124,13.0,Fulton,44.91164,-93.32866,LIC396829
-10389299.0463,5607621.7483,52,LIC396829,RESTAURANT,AMA SUSHI,1,5033 FRANCE AVE S,5033.0,FRANCE,Routine,Complete,2023/01/04 15:40:00+00,3887805,Priority3,MN Rule 4626.0380E,2023,Corrected on-site,0,96,802443,1702824320124,13.0,Fulton,44.91164,-93.32866,LIC396829
-10389299.0463,5607621.7483,53,LIC396829,RESTAURANT,AMA SUSHI,1,5033 FRANCE AVE S,5033.0,FRANCE,Routine,Complete,2023/01/04 15:40:00+00,3887805,Priority3,MN Rule 4626.0275G,2023,Observed,0,96,832363,1702824320124,13.0,Fulton,44.91164,-93.32866,LIC396829
-10389299.0463,5607621.7483,54,LIC396829,RESTAURANT,AMA SUSHI,1,5033 FRANCE AVE S,5033.0,FRANCE,Routine,Complete,2023/01/04 15:40:00+00,3887805,Priority1,MN Rule 4626.0395A2,2023,Observed,4,96,832364,1702824320124,13.0,Fulton,44.91164,-93.32866,LIC396829
-10389299.0463,5607621.7483,55,LIC396829,RESTAURANT,AMA SUSHI,1,5033 FRANCE AVE S,5033.0,FRANCE,Routine,Complete,2023/01/04 15:40:00+00,3887805,Priority3,MN Rule 4626.0735AB,2023,Observed,0,96,832365,1702824320124,13.0,Fulton,44.91164,-93.32866,LIC396829
0.0,0.0,56,LIC365994,RESTAURANT,GRAY FOX,1,801 MARQUETTE AVE #TCF ATRIUM,801.0,MARQUETTE,Routine,Complete,2023/01/05 12:45:00+00,3887735,Priority3,MN Rule 4626.0845E,2023,Observed,0,100,802246,,,,0.0,0.0,LIC365994
0.0,0.0,57,LIC365994,RESTAURANT,GRAY FOX,1,801 MARQUETTE AVE #TCF ATRIUM,801.0,MARQUETTE,Routine,Complete,2023/01/05 12:45:00+00,3887735,Priority3,MN Rule 4626.0955A,2023,Observed,0,100,802247,,,,0.0,0.0,LIC365994
-10382880.1951,5617673.906,58,LIC380801,RESTAURANT,AFRO DELI & GRILL,1,733 MARQUETTE AVE,733.0,MARQUETTE,Routine,Complete,2023/01/05 14:00:00+00,3887166,,,2023,,0,96,-1,2702924110006,7.0,Downtown West,44.97555,-93.271,LIC380801
-10382880.1951,5617673.906,59,LIC380801,RESTAURANT,AFRO DELI & GRILL,1,733 MARQUETTE AVE,733.0,MARQUETTE,Routine,Complete,2023/01/05 14:00:00+00,3887166,Priority3,"MN Rule 4626.435B (1-4,6-7)",2023,Observed,0,96,800944,2702924110006,7.0,Downtown West,44.97555,-93.271,LIC380801
-10382880.1951,5617673.906,60,LIC380801,RESTAURANT,AFRO DELI & GRILL,1,733 MARQUETTE AVE,733.0,MARQUETTE,Routine,Complete,2023/01/05 14:00:00+00,3887166,Priority2,MN Rule 4626.0400A,2023,Observed,2,96,800948,2702924110006,7.0,Downtown West,44.97555,-93.271,LIC380801
-10382880.1951,5617673.906,61,LIC380801,RESTAURANT,AFRO DELI & GRILL,1,733 MARQUETTE AVE,733.0,MARQUETTE,Routine,Complete,2023/01/05 14:00:00+00,3887166,Priority2,MN Rule 4626.0390A,2023,Observed,2,96,832353,2702924110006,7.0,Downtown West,44.97555,-93.271,LIC380801
-10382880.1951,5617673.906,62,LIC380801,RESTAURANT,AFRO DELI & GRILL,1,733 MARQUETTE AVE,733.0,MARQUETTE,Routine,Complete,2023/01/05 14:00:00+00,3887166,Priority3,MN Rule 4626.1520A,2023,Observed,0,96,832354,2702924110006,7.0,Downtown West,44.97555,-93.271,LIC380801
-10382880.1951,5617673.906,63,LIC380801,RESTAURANT,AFRO DELI & GRILL,1,733 MARQUETTE AVE,733.0,MARQUETTE,Routine,Complete,2023/01/05 14:00:00+00,3887166,Priority3,MN Rule 4626.0840C,2023,Observed,0,96,832355,2702924110006,7.0,Downtown West,44.97555,-93.271,LIC380801
-10382880.1951,5617673.906,64,LIC380801,RESTAURANT,AFRO DELI & GRILL,1,733 MARQUETTE AVE,733.0,MARQUETTE,Routine,Complete,2023/01/05 14:00:00+00,3887166,Priority3,MN Rule 4626.0495,2023,Observed,0,96,832356,2702924110006,7.0,Downtown West,44.97555,-93.271,LIC380801
-10380145.6021,5615724.9439,65,LIC381199,INSTITUTION,RIVERSIDE ADULT CARE,1,924 19TH AVE S,924.0,19TH,Routine,Complete,2023/01/05 12:20:00+00,3887708,,,2023,,0,100,-1,2502924330116,6.0,Seward,44.96317,-93.24643,LIC381199
-10377999.229,5615618.7268,66,LIC391027,RESTAURANT,CURRY IN A HURRY,1,3025 FRANKLIN AVE E,3025.0,FRANKLIN,Routine,Complete,2023/01/05 16:50:00+00,3878947,,,2023,,0,94,-1,3602924110118,2.0,Seward,44.96249,-93.22715,LIC391027
-10377999.229,5615618.7268,67,LIC391027,RESTAURANT,CURRY IN A HURRY,1,3025 FRANKLIN AVE E,3025.0,FRANKLIN,Routine,Complete,2023/01/05 16:50:00+00,3878947,Priority3,MN Rule 4626.0033A,2023,Observed,0,94,797953,3602924110118,2.0,Seward,44.96249,-93.22715,LIC391027
-10377999.229,5615618.7268,68,LIC391027,RESTAURANT,CURRY IN A HURRY,1,3025 FRANKLIN AVE E,3025.0,FRANKLIN,Routine,Complete,2023/01/05 16:50:00+00,3878947,Priority3,MN Rule 4626.0840C,2023,Observed,0,94,832274,3602924110118,2.0,Seward,44.96249,-93.22715,LIC391027
-10377999.229,5615618.7268,69,LIC391027,RESTAURANT,CURRY IN A HURRY,1,3025 FRANKLIN AVE E,3025.0,FRANKLIN,Routine,Complete,2023/01/05 16:50:00+00,3878947,Priority2,MN Rule 4626.0408A,2023,Observed,2,94,832275,3602924110118,2.0,Seward,44.96249,-93.22715,LIC391027
-10377999.229,5615618.7268,70,LIC391027,RESTAURANT,CURRY IN A HURRY,1,3025 FRANKLIN AVE E,3025.0,FRANKLIN,Routine,Complete,2023/01/05 16:50:00+00,3878947,Priority1,MN Rule 4626.0395A2,2023,Observed,4,94,832276,3602924110118,2.0,Seward,44.96249,-93.22715,LIC391027
-10383577.8651,5613205.1246,71,LIC391257,RESTAURANT,LOS HORNOS DEL ROY,1,3015 NICOLLET AVE,3015.0,NICOLLET,Follow-Up,Complete,2023/01/10 13:00:00+00,3924746,,,2023,,0,100,-1,0302824120162,8.0,Lyndale,44.94715,-93.27727,LIC391257
-10383577.8651,5613205.1246,72,LIC391257,RESTAURANT,LOS HORNOS DEL ROY,1,3015 NICOLLET AVE,3015.0,NICOLLET,Follow-Up,Complete,2023/01/10 13:00:00+00,3924746,Priority3,MN Rule 4626.0235A(4),2023,Observed,0,100,830976,0302824120162,8.0,Lyndale,44.94715,-93.27727,LIC391257
-10383577.8651,5613205.1246,73,LIC391257,RESTAURANT,LOS HORNOS DEL ROY,1,3015 NICOLLET AVE,3015.0,NICOLLET,Follow-Up,Complete,2023/01/10 13:00:00+00,3924746,Priority3,MN Rule 4626.0840C,2023,Observed,0,100,830977,0302824120162,8.0,Lyndale,44.94715,-93.27727,LIC391257
-10383577.8651,5613205.1246,74,LIC391257,RESTAURANT,LOS HORNOS DEL ROY,1,3015 NICOLLET AVE,3015.0,NICOLLET,Follow-Up,Complete,2023/01/10 13:00:00+00,3924746,Priority3,MN Rule 4626.1520A,2023,Observed,0,100,830978,0302824120162,8.0,Lyndale,44.94715,-93.27727,LIC391257
-10383577.8651,5613205.1246,75,LIC391257,RESTAURANT,LOS HORNOS DEL ROY,1,3015 NICOLLET AVE,3015.0,NICOLLET,Follow-Up,Complete,2023/01/10 13:00:00+00,3924746,Priority3,MN Rule 4626.1565ABD,2023,Observed,0,100,830985,0302824120162,8.0,Lyndale,44.94715,-93.27727,LIC391257
-10376611.2111,5620897.7715,76,LIC392600,INSTITUTION,LIVING WORD CHILDCARE CENTER,1,3255 SPRING ST NE,3255.0,SPRING,Routine,Complete,2023/01/05 10:50:00+00,3887394,,,2023,,0,100,-1,1802923420010,1.0,Mid - City Industrial,44.99604,-93.21468,LIC392600
-10376611.2111,5620897.7715,77,LIC392600,INSTITUTION,LIVING WORD CHILDCARE CENTER,1,3255 SPRING ST NE,3255.0,SPRING,Routine,Complete,2023/01/05 10:50:00+00,3887394,Priority3,MN Rule 4626.0033A,2023,Observed,0,100,801462,1802923420010,1.0,Mid - City Industrial,44.99604,-93.21468,LIC392600
-10383634.031,5606569.8463,78,LIC393100,GROCERY,TANGLETOWN'S WISE ACRE EATERY,3,5401 NICOLLET AVE,5401.0,NICOLLET,Routine,Complete,2023/01/05 12:20:00+00,3887756,Priority3,"MN Rule 4626.435B (1-4,6-7)",2023,Corrected on-site,0,100,832430,2202824120025,11.0,Tangletown,44.90495,-93.27777,LIC393100
-10389298.5983,5607517.2209,79,LIC394550,RESTAURANT,LA MICHOACANA ROSE,2,5055 FRANCE AVE S,5055.0,FRANCE,Routine,Complete,2023/01/05 16:00:00+00,3887800,Priority3,MN Rule 4626.0033A,2023,Observed,0,86,802425,1702824320120,13.0,Fulton,44.91098,-93.32866,LIC394550
-10389298.5983,5607517.2209,80,LIC394550,RESTAURANT,LA MICHOACANA ROSE,2,5055 FRANCE AVE S,5055.0,FRANCE,Routine,Complete,2023/01/05 16:00:00+00,3887800,Priority1,MN Rule 4626.0395A2,2023,Observed,4,86,832307,1702824320120,13.0,Fulton,44.91098,-93.32866,LIC394550
-10389298.5983,5607517.2209,81,LIC394550,RESTAURANT,LA MICHOACANA ROSE,2,5055 FRANCE AVE S,5055.0,FRANCE,Routine,Complete,2023/01/05 16:00:00+00,3887800,Priority3,MN Rule 4626.0735AB,2023,Observed,0,86,832308,1702824320120,13.0,Fulton,44.91098,-93.32866,LIC394550
-10389298.5983,5607517.2209,82,LIC394550,RESTAURANT,LA MICHOACANA ROSE,2,5055 FRANCE AVE S,5055.0,FRANCE,Routine,Complete,2023/01/05 16:00:00+00,3887800,Priority2,MN Rule 4626.0705B,2023,Observed,2,86,832309,1702824320120,13.0,Fulton,44.91098,-93.32866,LIC394550
-10389298.5983,5607517.2209,83,LIC394550,RESTAURANT,LA MICHOACANA ROSE,2,5055 FRANCE AVE S,5055.0,FRANCE,Routine,Complete,2023/01/05 16:00:00+00,3887800,Priority1,MN Rule 4626.0040C,2023,Observed,4,86,832310,1702824320120,13.0,Fulton,44.91098,-93.32866,LIC394550
-10389298.5983,5607517.2209,84,LIC394550,RESTAURANT,LA MICHOACANA ROSE,2,5055 FRANCE AVE S,5055.0,FRANCE,Routine,Complete,2023/01/05 16:00:00+00,3887800,Priority2,MN Rule 4626.0025,2023,Observed,2,86,832311,1702824320120,13.0,Fulton,44.91098,-93.32866,LIC394550
-10389298.5983,5607517.2209,85,LIC394550,RESTAURANT,LA MICHOACANA ROSE,2,5055 FRANCE AVE S,5055.0,FRANCE,Routine,Complete,2023/01/05 16:00:00+00,3887800,Priority2,MN Rule 4626.1110AB,2023,Observed,2,86,832312,1702824320120,13.0,Fulton,44.91098,-93.32866,LIC394550
-10383533.2723,5617753.7135,86,LIC396490,RESTAURANT,CHAMBERS HOTEL DOWNTOWN MINNEAPOLIS,1,901 HENNEPIN AVE,901.0,HENNEPIN,Routine,Complete,2023/01/05 14:00:00+00,3887643,,,2023,,0,100,-1,2702924120005,7.0,Downtown West,44.97606,-93.27687,LIC396490
