X,Y,OBJECTID,HealthFacilityIDNumber,FacilityCategory,BusinessName,RiskLevel,FullAddress,AddrNum,StreetName,InspectionType,InspectionResult,DateOfInspection,InspectionIDNumber,ViolationPriority,FoodCodeItem,YearOfInspection,ViolationStatus,ViolationPoints,InspectionScore,ViolationIDNumber,APN,Ward,Neighborhood,Latitude,Longitude,unique_id
-10381860.8574,5621969.4835,6941,LIC52287,RESTAURANT,MAYSLACKS POLKA LOUNGE,1,1428 4TH ST NE,1428.0,4TH,Follow-Up,Complete,2023/08/21 15:00:00+00,3948422,Priority2,MN Rule 4626.1070A,2023,Observed,2,96,849737,1402924210186,3.0,Sheridan,45.00285,-93.26184,LIC52287
-10381860.8574,5621969.4835,6942,LIC52287,RESTAURANT,MAYSLACKS POLKA LOUNGE,1,1428 4TH ST NE,1428.0,4TH,Follow-Up,Complete,2023/08/21 15:00:00+00,3948422,Priority3,MN Rule 4626.0955A,2023,Observed,0,96,849740,1402924210186,3.0,Sheridan,45.00285,-93.26184,LIC52287
-10381860.8574,5621969.4835,6943,LIC52287,RESTAURANT,MAYSLACKS POLKA LOUNGE,1,1428 4TH ST NE,1428.0,4TH,Follow-Up,Complete,2023/08/21 15:00:00+00,3948422,Priority3,MN Rule 4626.1080A,2023,Observed,0,96,849741,1402924210186,3.0,Sheridan,45.00285,-93.26184,LIC52287
-10381860.8574,5621969.4835,6944,LIC52287,RESTAURANT,MAYSLACKS POLKA LOUNGE,1,1428 4TH ST NE,1428.0,4TH,Follow-Up,Complete,2023/08/21 15:00:00+00,3948422,Priority2,MN Rule 4626.1720A,2023,Observed,2,96,849742,1402924210186,3.0,Sheridan,45.00285,-93.26184,LIC52287
-10383378.676,5618060.0808,6945,LIC26194,RESTAURANT,PANTAGES THEATRE,2,710 HENNEPIN AVE #TRACT TRAC,710.0,HENNEPIN,Routine,Complete,2023/08/22 13:30:00+00,3905594,,,2023,,0,94,-1,2202924430209,7.0,Downtown West,44.97801,-93.27548,LIC26194
-10383378.676,5618060.0808,6946,LIC26194,RESTAURANT,PANTAGES THEATRE,2,710 HENNEPIN AVE #TRACT TRAC,710.0,HENNEPIN,Routine,Complete,2023/08/22 13:30:00+00,3905594,Priority3,MN Rule 4626.1335A,2023,Observed,0,94,805954,2202924430209,7.0,Downtown West,44.97801,-93.27548,LIC26194
-10383378.676,5618060.0808,6947,LIC26194,RESTAURANT,PANTAGES THEATRE,2,710 HENNEPIN AVE #TRACT TRAC,710.0,HENNEPIN,Routine,Complete,2023/08/22 13:30:00+00,3905594,Priority2,MN Rule 4626.0680A,2023,Observed,2,94,805955,2202924430209,7.0,Downtown West,44.97801,-93.27548,LIC26194
-10383378.676,5618060.0808,6948,LIC26194,RESTAURANT,PANTAGES THEATRE,2,710 HENNEPIN AVE #TRACT TRAC,710.0,HENNEPIN,Routine,Complete,2023/08/22 13:30:00+00,3905594,Priority1,MN Rule 4626.0900,2023,Observed,4,94,853286,2202924430209,7.0,Downtown West,44.97801,-93.27548,LIC26194
-10377446.065,5617299.2543,6949,LIC28236,RESTAURANT,CASPIAN BISTRO,1,2418 UNIVERSITY AVE SE,2418.0,UNIVERSITY,Routine,Complete,2023/08/22 13:35:00+00,3914485,Priority2,MN Rule 4626.0400A,2023,Observed,2,94,819331,3002923240061,2.0,Prospect Park - East River Road,44.97317,-93.22218,LIC28236
-10377446.065,5617299.2543,6950,LIC28236,RESTAURANT,CASPIAN BISTRO,1,2418 UNIVERSITY AVE SE,2418.0,UNIVERSITY,Routine,Complete,2023/08/22 13:35:00+00,3914485,Priority3,MN Rule 4626.0495,2023,Observed,0,94,819332,3002923240061,2.0,Prospect Park - East River Road,44.97317,-93.22218,LIC28236
-10377446.065,5617299.2543,6951,LIC28236,RESTAURANT,CASPIAN BISTRO,1,2418 UNIVERSITY AVE SE,2418.0,UNIVERSITY,Routine,Complete,2023/08/22 13:35:00+00,3914485,Priority3,MN Rule 4626.0845E,2023,Observed,0,94,852502,3002923240061,2.0,Prospect Park - East River Road,44.97317,-93.22218,LIC28236
-10377446.065,5617299.2543,6952,LIC28236,RESTAURANT,CASPIAN BISTRO,1,2418 UNIVERSITY AVE SE,2418.0,UNIVERSITY,Routine,Complete,2023/08/22 13:35:00+00,3914485,Priority1,MN Rule 4626.1620,2023,Corrected on-site,4,94,852503,3002923240061,2.0,Prospect Park - East River Road,44.97317,-93.22218,LIC28236
-10377446.065,5617299.2543,6953,LIC28239,GROCERY,CASPIAN MARKET PLACE,2,2418 UNIVERSITY AVE SE,2418.0,UNIVERSITY,Routine,Complete,2023/08/22 13:35:00+00,3914476,Priority3,MN Rule 4626.0300A,2023,Observed,0,100,819327,3002923240061,2.0,Prospect Park - East River Road,44.97317,-93.22218,LIC28239
-10377446.065,5617299.2543,6954,LIC28239,GROCERY,CASPIAN MARKET PLACE,2,2418 UNIVERSITY AVE SE,2418.0,UNIVERSITY,Routine,Complete,2023/08/22 13:35:00+00,3914476,Priority3,MN Rule 4626.0435A,2023,Observed,0,100,852447,3002923240061,2.0,Prospect Park - East River Road,44.97317,-93.22218,LIC28239
-10381198.9283,5621360.4756,6955,LIC369854,GROCERY,SUPER AMERICA,3,641 BROADWAY ST NE,641.0,BROADWAY,Routine,Complete,2023/08/22 13:00:00+00,3872961,Priority2,MN Rule 4626.1445,2023,Corrected on-site,2,98,853155,1402924130100,1.0,Logan Park,44.99898,-93.2559,LIC369854
-10381198.9283,5621360.4756,6956,LIC369855,RESTAURANT,SUPER AMERICA,1,641 BROADWAY ST NE,641.0,BROADWAY,Routine,Complete,2023/08/22 13:00:00+00,3915852,Priority3,MN Rule 4626.0033A,2023,Observed,0,96,822851,1402924130100,1.0,Logan Park,44.99898,-93.2559,LIC369855
-10381198.9283,5621360.4756,6957,LIC369855,RESTAURANT,SUPER AMERICA,1,641 BROADWAY ST NE,641.0,BROADWAY,Routine,Complete,2023/08/22 13:00:00+00,3915852,Priority1,MN Rule 4626.0395A1,2023,Observed,4,96,853150,1402924130100,1.0,Logan Park,44.99898,-93.2559,LIC369855
-10381198.9283,5621360.4756,6958,LIC369855,RESTAURANT,SUPER AMERICA,1,641 BROADWAY ST NE,641.0,BROADWAY,Routine,Complete,2023/08/22 13:00:00+00,3915852,Priority3,MN Rule 4626.1260,2023,Observed,0,96,853151,1402924130100,1.0,Logan Park,44.99898,-93.2559,LIC369855
-10382347.8927,5617379.5155,6959,LIC395786,RESTAURANT,HYATT PLACE MINNEAPOLIS DOWNTOWN,1,425 7TH ST S,425.0,7TH,Routine,Complete,2023/08/22 11:33:00+00,3930374,Priority2,MN Rule 4626.1445,2023,Observed,2,90,852523,2602924229000,7.0,Downtown West,44.97368,-93.26622,LIC395786
-10382347.8927,5617379.5155,6960,LIC395786,RESTAURANT,HYATT PLACE MINNEAPOLIS DOWNTOWN,1,425 7TH ST S,425.0,7TH,Routine,Complete,2023/08/22 11:33:00+00,3930374,Priority1,MN Rule 4626.0805C1,2023,Observed,4,90,852524,2602924229000,7.0,Downtown West,44.97368,-93.26622,LIC395786
-10382347.8927,5617379.5155,6961,LIC395786,RESTAURANT,HYATT PLACE MINNEAPOLIS DOWNTOWN,1,425 7TH ST S,425.0,7TH,Routine,Complete,2023/08/22 11:33:00+00,3930374,Priority2,MN Rule 4626.0710B,2023,Observed,2,90,852525,2602924229000,7.0,Downtown West,44.97368,-93.26622,LIC395786
-10382347.8927,5617379.5155,6962,LIC395786,RESTAURANT,HYATT PLACE MINNEAPOLIS DOWNTOWN,1,425 7TH ST S,425.0,7TH,Routine,Complete,2023/08/22 11:33:00+00,3930374,Priority2,MN Rule 4626.0715,2023,Observed,2,90,852526,2602924229000,7.0,Downtown West,44.97368,-93.26622,LIC395786
-10383715.935,5604636.5577,6963,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,,,2023,,0,68,-1,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6964,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority2,MN Rule 4626.0442A,2023,Observed,2,68,827301,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6965,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority3,MN Rule 4626.1515,2023,Observed,0,68,827302,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6966,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority3,MN Rule 4626.1345A,2023,Observed,0,68,827303,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6967,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority2,MN Rule 4626.0035DGHIKM,2023,Observed,2,68,827304,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6968,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority2,MN Rule 4626.0390A,2023,Observed,2,68,827307,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6969,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority1,MN Rule 4626.0395A2,2023,Observed,4,68,827308,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6970,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority1,MN Rule 4626.0405A,2023,Observed,4,68,827309,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6971,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority2,MN Rule 4626.0442B,2023,Observed,2,68,827310,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6972,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority1,MN Rule 4626.0395A1,2023,Observed,4,68,853014,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6973,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority1,MN Rule 4626.0385A,2023,Observed,4,68,853015,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6974,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority2,MN Rule 4626.0715,2023,Observed,2,68,853062,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6975,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority1,MN Rule 4626.0805C1,2023,Observed,4,68,853064,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10383715.935,5604636.5577,6976,LIC396451,RESTAURANT,TAILGATE SPORTS CAFE/ PATTY WAGON,1,6042 NICOLLET AVE,6042.0,NICOLLET,Routine,Complete,2023/08/22 16:00:00+00,3922754,Priority2,MN Rule 4626.0349F,2023,Observed,2,68,853075,2202824340016,11.0,Windom,44.89265,-93.27851,LIC396451
-10381201.6522,5613808.6618,6977,LIC402878,RESTAURANT,NASRI DELI & COFFEE LTD,1,2833 13TH AVE S #118,2833.0,13TH,Routine,Complete,2023/08/04 14:00:00+00,3919040,,,2023,,0,94,-1,3502924430248,9.0,Midtown Phillips,44.95099,-93.25592,LIC402878
-10381201.6522,5613808.6618,6978,LIC402878,RESTAURANT,NASRI DELI & COFFEE LTD,1,2833 13TH AVE S #118,2833.0,13TH,Routine,Complete,2023/08/04 14:00:00+00,3919040,Priority2,MN Rule 4626.0400A,2023,Corrected on-site,2,94,823859,3502924430248,9.0,Midtown Phillips,44.95099,-93.25592,LIC402878
-10381201.6522,5613808.6618,6979,LIC402878,RESTAURANT,NASRI DELI & COFFEE LTD,1,2833 13TH AVE S #118,2833.0,13TH,Routine,Complete,2023/08/04 14:00:00+00,3919040,Priority3,MN Rule 4626.0235A(4),2023,Corrected on-site,0,94,823860,3502924430248,9.0,Midtown Phillips,44.95099,-93.25592,LIC402878
-10381201.6522,5613808.6618,6980,LIC402878,RESTAURANT,NASRI DELI & COFFEE LTD,1,2833 13TH AVE S #118,2833.0,13TH,Routine,Complete,2023/08/04 14:00:00+00,3919040,Priority3,MN Rule 4626.0380ABC,2023,Observed,0,94,823861,3502924430248,9.0,Midtown Phillips,44.95099,-93.25592,LIC402878
-10381201.6522,5613808.6618,6981,LIC402878,RESTAURANT,NASRI DELI & COFFEE LTD,1,2833 13TH AVE S #118,2833.0,13TH,Routine,Complete,2023/08/04 14:00:00+00,3919040,Priority3,MN Rule 4626.1565ABD,2023,Observed,0,94,823863,3502924430248,9.0,Midtown Phillips,44.95099,-93.25592,LIC402878
-10381201.6522,5613808.6618,6982,LIC402878,RESTAURANT,NASRI DELI & COFFEE LTD,1,2833 13TH AVE S #118,2833.0,13TH,Routine,Complete,2023/08/04 14:00:00+00,3919040,Priority3,MN Rule 4626.0285B,2023,Observed,0,94,823864,3502924430248,9.0,Midtown Phillips,44.95099,-93.25592,LIC402878
-10381201.6522,5613808.6618,6983,LIC402878,RESTAURANT,NASRI DELI & COFFEE LTD,1,2833 13TH AVE S #118,2833.0,13TH,Routine,Complete,2023/08/04 14:00:00+00,3919040,Priority3,MN Rule 4626.0840C,2023,Observed,0,94,823866,3502924430248,9.0,Midtown Phillips,44.95099,-93.25592,LIC402878
-10381201.6522,5613808.6618,6984,LIC402878,RESTAURANT,NASRI DELI & COFFEE LTD,1,2833 13TH AVE S #118,2833.0,13TH,Routine,Complete,2023/08/04 14:00:00+00,3919040,Priority3,MN Rule 4626.1540,2023,Observed,0,94,823867,3502924430248,9.0,Midtown Phillips,44.95099,-93.25592,LIC402878
-10381201.6522,5613808.6618,6985,LIC402878,RESTAURANT,NASRI DELI & COFFEE LTD,1,2833 13TH AVE S #118,2833.0,13TH,Routine,Complete,2023/08/04 14:00:00+00,3919040,Priority1,MN Rule 4626.0805C1,2023,Corrected on-site,4,94,853116,3502924430248,9.0,Midtown Phillips,44.95099,-93.25592,LIC402878
-10383102.3656,5618057.9168,6986,LIC408649,RESTAURANT,STARBUCKS CORPORATION,1,40 7TH ST S,40.0,7TH,Routine,Complete,2023/08/22 14:30:00+00,3946812,Priority2,MN Rule 4626.0710B,2023,Observed,2,94,852718,2202924430120,7.0,Downtown West,44.978,-93.273,LIC408649
-10383102.3656,5618057.9168,6987,LIC408649,RESTAURANT,STARBUCKS CORPORATION,1,40 7TH ST S,40.0,7TH,Routine,Complete,2023/08/22 14:30:00+00,3946812,Priority1,MN Rule 4626.0845C,2023,Observed,4,94,852721,2202924430120,7.0,Downtown West,44.978,-93.273,LIC408649
-10383102.3656,5618057.9168,6988,LIC408649,RESTAURANT,STARBUCKS CORPORATION,1,40 7TH ST S,40.0,7TH,Routine,Complete,2023/08/22 14:30:00+00,3946812,Priority3,MCO 204.30A,2023,Observed,0,94,852723,2202924430120,7.0,Downtown West,44.978,-93.273,LIC408649
-10383102.3656,5618057.9168,6989,LIC408649,RESTAURANT,STARBUCKS CORPORATION,1,40 7TH ST S,40.0,7TH,Routine,Complete,2023/08/22 14:30:00+00,3946812,Priority3,MN Rule 4626.0033A,2023,Observed,0,94,853003,2202924430120,7.0,Downtown West,44.978,-93.273,LIC408649
-10385423.5431,5615260.7026,6990,LIC41774,RESTAURANT,STARBUCKS COFFEE #2452,2,2212 HENNEPIN AVE,2212.0,HENNEPIN,Routine,Complete,2023/08/22 12:30:00+00,3905591,Priority3,MN Rule 4626.0033D,2023,Observed,0,98,805951,3302924120185,7.0,East Isles,44.96022,-93.29385,LIC41774
-10385423.5431,5615260.7026,6991,LIC41774,RESTAURANT,STARBUCKS COFFEE #2452,2,2212 HENNEPIN AVE,2212.0,HENNEPIN,Routine,Complete,2023/08/22 12:30:00+00,3905591,Priority3,MCO 188.390,2023,Observed,0,98,805952,3302924120185,7.0,East Isles,44.96022,-93.29385,LIC41774
-10385423.5431,5615260.7026,6992,LIC41774,RESTAURANT,STARBUCKS COFFEE #2452,2,2212 HENNEPIN AVE,2212.0,HENNEPIN,Routine,Complete,2023/08/22 12:30:00+00,3905591,Priority2,MN Rule 4626.0710B,2023,Observed,2,98,852741,3302924120185,7.0,East Isles,44.96022,-93.29385,LIC41774
-10385423.5431,5615260.7026,6993,LIC41774,RESTAURANT,STARBUCKS COFFEE #2452,2,2212 HENNEPIN AVE,2212.0,HENNEPIN,Routine,Complete,2023/08/22 12:30:00+00,3905591,Priority3,MN Rule 4626.0735AB,2023,Observed,0,98,852742,3302924120185,7.0,East Isles,44.96022,-93.29385,LIC41774
-10383263.3216,5617731.5725,6994,LIC23940,RESTAURANT,ANDREA PIZZA,2,811 LASALLE AVE #SUITE 202,811.0,LASALLE,Routine,Complete,2023/08/23 14:25:00+00,3902796,Priority3,MN Rule 4626.0735AB,2023,Observed,0,92,805267,2702924120148,7.0,Downtown West,44.97592,-93.27444,LIC23940
-10383263.3216,5617731.5725,6995,LIC23940,RESTAURANT,ANDREA PIZZA,2,811 LASALLE AVE #SUITE 202,811.0,LASALLE,Routine,Complete,2023/08/23 14:25:00+00,3902796,Priority3,MN Rule 4626.0435C,2023,Observed,0,92,852680,2702924120148,7.0,Downtown West,44.97592,-93.27444,LIC23940
-10383263.3216,5617731.5725,6996,LIC23940,RESTAURANT,ANDREA PIZZA,2,811 LASALLE AVE #SUITE 202,811.0,LASALLE,Routine,Complete,2023/08/23 14:25:00+00,3902796,Priority3,MN Rule 4626.1457,2023,Observed,0,92,852682,2702924120148,7.0,Downtown West,44.97592,-93.27444,LIC23940
-10383263.3216,5617731.5725,6997,LIC23940,RESTAURANT,ANDREA PIZZA,2,811 LASALLE AVE #SUITE 202,811.0,LASALLE,Routine,Complete,2023/08/23 14:25:00+00,3902796,Priority3,MN Rule 4626.1040B,2023,Observed,0,92,852683,2702924120148,7.0,Downtown West,44.97592,-93.27444,LIC23940
-10383263.3216,5617731.5725,6998,LIC23940,RESTAURANT,ANDREA PIZZA,2,811 LASALLE AVE #SUITE 202,811.0,LASALLE,Routine,Complete,2023/08/23 14:25:00+00,3902796,Priority2,MN Rule 4626.0400A,2023,Observed,2,92,852684,2702924120148,7.0,Downtown West,44.97592,-93.27444,LIC23940
-10383263.3216,5617731.5725,6999,LIC23940,RESTAURANT,ANDREA PIZZA,2,811 LASALLE AVE #SUITE 202,811.0,LASALLE,Routine,Complete,2023/08/23 14:25:00+00,3902796,Priority1,MN Rule 4626.0395A2,2023,Observed,4,92,852685,2702924120148,7.0,Downtown West,44.97592,-93.27444,LIC23940
-10383263.3216,5617731.5725,7000,LIC23940,RESTAURANT,ANDREA PIZZA,2,811 LASALLE AVE #SUITE 202,811.0,LASALLE,Routine,Complete,2023/08/23 14:25:00+00,3902796,Priority3,MN Rule 4626.0033A,2023,Observed,0,92,852686,2702924120148,7.0,Downtown West,44.97592,-93.27444,LIC23940
-10383263.3216,5617731.5725,7001,LIC23940,RESTAURANT,ANDREA PIZZA,2,811 LASALLE AVE #SUITE 202,811.0,LASALLE,Routine,Complete,2023/08/23 14:25:00+00,3902796,Priority2,MN Rule 4626.0408A,2023,Observed,2,92,852711,2702924120148,7.0,Downtown West,44.97592,-93.27444,LIC23940
-10383811.6808,5617555.8011,7002,LIC24687,RESTAURANT,DOMINOS PIZZA #1918,2,1113 HENNEPIN AVE,1113.0,HENNEPIN,Routine,Complete,2023/08/23 14:50:00+00,3902793,Priority3,MN Rule 4626.1520A,2023,Observed,0,100,852733,2702924210012,7.0,Downtown West,44.9748,-93.27937,LIC24687
-10383811.6808,5617555.8011,7003,LIC24687,RESTAURANT,DOMINOS PIZZA #1918,2,1113 HENNEPIN AVE,1113.0,HENNEPIN,Routine,Complete,2023/08/23 14:50:00+00,3902793,Priority3,MN Rule 4626.0033A,2023,Observed,0,100,852734,2702924210012,7.0,Downtown West,44.9748,-93.27937,LIC24687
-10383686.5284,5611206.0192,7004,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,,,2023,,0,88,-1,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7005,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority3,MN Rule 4626.1520A,2023,Observed,0,88,819876,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7006,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority2,MN Rule 4626.0355B,2023,Observed,2,88,819878,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7007,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority3,MN Rule 4626.0033D,2023,Observed,0,88,819881,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7008,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority2,MN Rule 4626.0840A,2023,Observed,2,88,852792,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7009,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority1,MN Rule 4626.0405A,2023,Observed,4,88,852793,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7010,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority2,MN Rule 4626.0408A,2023,Observed,2,88,852795,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7011,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority2,MN Rule 4626.0442B,2023,Observed,2,88,852798,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7012,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority3,MN Rule 4626.1515,2023,Observed,0,88,852801,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7013,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority3,MN Rule 4626.1300,2023,Observed,0,88,852803,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383686.5284,5611206.0192,7014,LIC29205,RESTAURANT,KYATCHI,1,3758 NICOLLET AVE,3758.0,NICOLLET,Routine,Complete,2023/08/23 15:45:00+00,3914604,Priority3,MN Rule 4626.0840C,2023,Observed,0,88,852973,0302824340158,8.0,King Field,44.93444,-93.27824,LIC29205
-10383756.8104,5617474.0461,7015,LIC351573,RESTAURANT,DANCING GANESHA,1,1100 HARMON PL,1100.0,HARMON,Follow-Up,Complete,2023/08/29 11:05:00+00,3949287,,,2023,,0,90,-1,2702924210215,7.0,Downtown West,44.97428,-93.27887,LIC351573
-10383756.8104,5617474.0461,7016,LIC351573,RESTAURANT,DANCING GANESHA,1,1100 HARMON PL,1100.0,HARMON,Follow-Up,Complete,2023/08/29 11:05:00+00,3949287,Priority3,MN Rule 4626.0235A(4),2023,Observed,0,90,852335,2702924210215,7.0,Downtown West,44.97428,-93.27887,LIC351573
-10383756.8104,5617474.0461,7017,LIC351573,RESTAURANT,DANCING GANESHA,1,1100 HARMON PL,1100.0,HARMON,Follow-Up,Complete,2023/08/29 11:05:00+00,3949287,Priority2,MN Rule 4626.0400A,2023,Observed,2,90,852337,2702924210215,7.0,Downtown West,44.97428,-93.27887,LIC351573
-10383756.8104,5617474.0461,7018,LIC351573,RESTAURANT,DANCING GANESHA,1,1100 HARMON PL,1100.0,HARMON,Follow-Up,Complete,2023/08/29 11:05:00+00,3949287,Priority3,MN Rule 4626.0955A,2023,Corrected on-site,0,90,852341,2702924210215,7.0,Downtown West,44.97428,-93.27887,LIC351573
-10383756.8104,5617474.0461,7019,LIC351573,RESTAURANT,DANCING GANESHA,1,1100 HARMON PL,1100.0,HARMON,Follow-Up,Complete,2023/08/29 11:05:00+00,3949287,Priority3,MN Rule 4626.0275C,2023,Corrected on-site,0,90,852343,2702924210215,7.0,Downtown West,44.97428,-93.27887,LIC351573
-10383756.8104,5617474.0461,7020,LIC351573,RESTAURANT,DANCING GANESHA,1,1100 HARMON PL,1100.0,HARMON,Follow-Up,Complete,2023/08/29 11:05:00+00,3949287,Priority3,MN Rule 4626.1520A,2023,Observed,0,90,852344,2702924210215,7.0,Downtown West,44.97428,-93.27887,LIC351573
-10383756.8104,5617474.0461,7021,LIC351573,RESTAURANT,DANCING GANESHA,1,1100 HARMON PL,1100.0,HARMON,Follow-Up,Complete,2023/08/29 11:05:00+00,3949287,Priority1,MN Rule 4626.0805C1,2023,Observed,4,90,852345,2702924210215,7.0,Downtown West,44.97428,-93.27887,LIC351573
-10383756.8104,5617474.0461,7022,LIC351573,RESTAURANT,DANCING GANESHA,1,1100 HARMON PL,1100.0,HARMON,Follow-Up,Complete,2023/08/29 11:05:00+00,3949287,Priority1,MN Rule 4626.0395A2,2023,Observed,4,90,852346,2702924210215,7.0,Downtown West,44.97428,-93.27887,LIC351573
-10383987.7961,5623050.2348,7023,LIC351978,FOOD TRUCK,BUTCHER SALT - ROSIE,1,208 29TH AVE N,208.0,29TH,Routine,Complete,2023/08/23 11:30:00+00,3924180,Priority1,MN Rule 4626.0395A2,2023,Observed,4,96,852606,1002924310014,5.0,Hawthorne,45.00971,-93.28095,LIC351978
